x,y,label
1.749080237694725,2.1439917565671855,0
2.9014286128198323,2.6108646585999726,0
2.46398788362281,2.520321859580318,0
2.197316968394073,1.3077998093875474,0
1.312037280884873,1.2984989394829478,0
1.3119890406724053,1.5363487354898266,0
1.116167224336399,1.7221494526820744,0
2.73235229154987,1.8169111628169652,0
2.2022300234864174,2.3593944336666905,0
2.416145155592091,1.1133608643316708,0
1.041168988591605,1.0693454084521328,0
2.9398197043239884,1.783821125887818,0
2.6648852816008435,2.394327384275961,0
1.4246782213565523,1.3868706859129651,0
1.3636499344142012,2.283008962512503,0
1.3668090197068676,1.519656275880599,0
1.6084844859190754,2.7721722176270327,0
2.049512863264476,2.791379888533233,0
1.8638900372842315,1.594574408562653,0
1.5824582803960838,1.459987507926481,0
2.223705789444759,1.8226079441324625,0
1.2789877213040837,1.4810631703602974,0
1.5842892970704363,2.344767686583407,0
1.7327236865873834,2.652129369096571,0
1.9121399684340719,2.346184261822434,0
2.570351922786027,2.648700894498699,0
1.3993475643167195,1.7939843244149483,0
2.0284688768272234,1.3126339414177217,0
2.184829137724085,2.475901894795184,0
1.0929008254399954,1.7209490102831078,0
2.2150897038028767,2.342541650458265,0
1.341048247374583,1.5412878839635313,0
1.130103185970559,1.1624592696133453,0
2.8977710745066663,2.9851635909755267,0
2.9312640661491187,1.3124030158611986,0
2.6167946962329225,2.976841987926962,0
1.6092275383467414,2.954559865132895,0
1.1953442280127677,2.5876362078160793,0
2.3684660530243136,2.318845924163995,0
1.8803049874792026,2.155614100502169,0
1.2440764696895577,2.7322030907556694,0
1.9903538202225404,1.5788790432389759,0
1.0687770422304368,1.935362424969754,0
2.818640804157564,2.238779938733004,0
1.5175599632000338,1.8223809517389822,0
2.325044568707964,1.854972908180536,0
1.623422152178822,1.6605693350041688,0
2.0401360423556216,2.128463633369072,0
2.0934205586865593,2.701149056030232,0
1.369708911051054,1.4030567560126257,0
2.939169255529117,2.868866077506883,0
2.550265646722229,2.378175307496459,0
2.8789978831283785,2.6465464253600604,0
2.789654700855298,2.112381385260023,0
2.19579995762217,2.5590334028481267,0
2.8437484700462337,1.0324007946789344,0
1.176985004103839,2.6367608495590704,0
1.3919657248382904,1.080277718170733,0
1.0904545778210761,2.779826752725725,0
1.6506606615265287,2.983925494477287,0
1.777354579378964,1.5881349243535556,0
1.5426980635477918,1.4206371125715873,0
2.6574750183038587,2.5307267277160816,0
1.7135066533871786,1.5060526818405064,0
1.5618690193747615,2.731124766344407,0
2.085392166316497,1.2056851843149534,0
1.2818484499495253,1.2519103927587165,0
2.6043939615080793,2.958303110201231,0
1.1491012873595416,2.347677796540009,0
2.9737738732010346,2.693774448857906,0
2.544489538593315,1.648658754703036,0
1.3974313630683448,2.352967499041209,0
1.0110442342472048,2.1884836546171944,0
2.6309228569096685,2.206300240245894,0
2.4137146876952342,2.365064919075443,0
2.4580143360819746,2.150718346258197,0
2.5425406933718913,1.858124738605332,0
1.1480893034681807,1.5518453887610937,0
1.7169314570885452,2.537162661826404,0
1.2317381190502594,1.4525448600063724,0
2.7262068517511873,2.3847086123088284,0
2.246596253655116,1.4666656452986533,0
1.6617960497052984,2.250660339908908,0
1.1271167005720473,2.4941565342580576,0
1.6219646434313244,1.4374277778130784,0
1.650366644053494,1.1198866017226166,0
2.459212356676128,1.2619474859883482,0
2.2751149427104265,2.211993934542051,0
2.774425485152653,2.6988928124514713,0
1.9444298503238986,1.0899936424708487,0
1.2391884918766034,2.4683025180832923,0
2.42648957444599,1.6826372919001042,0
2.521570097233795,1.957056739839045,0
2.1225543951389927,2.8577190996911312,0
2.541934359909122,1.663943009471691,0
1.9875911927287815,1.930673867878972,0
2.0454656587639883,1.0273648295213622,0
1.8550820367170993,1.1631974400096767,0
1.0508382534881904,1.517183182269568,0
1.215782853986609,1.0557044816421488,0
1.0628583713734685,2.2627506520965017,0
2.272820822527561,1.852796713603245,0
1.6287119621526533,2.096290405456044,0
2.0171413823294055,1.349294371792659,0
2.8151329478521863,1.5918640588732322,0
1.4985844582977499,2.32764894970545,0
1.8207658460712595,2.9306054472608,0
2.5111022770860973,1.1008335472044184,0
1.457596330983245,2.780768641710532,0
1.153959819657586,2.1537624026224167,0
1.579502905827536,2.127839133511247,0
1.3224425745080088,2.0005570704155207,0
2.859395304685146,1.1387881718083668,0
2.616240759128834,1.1797537034723213,0
2.266807513020847,2.2018240113181724,0
2.7429211803754354,1.6819171428711166,0
2.6073441537982287,2.8345361331553613,0
1.3731401177720717,1.8131810747189445,0
2.7851179969799555,1.2865629174052822,0
2.078684483831301,2.429437667004072,0
2.6148803103281253,1.5867068428820197,0
2.7921825998469867,2.050940614711786,0
1.6360069499437278,2.39566557101034,0
1.2201038490553535,2.800528222404141,0
1.4558703250838834,2.584382389603352,0
1.8542155772525126,2.352722135745448,0
2.6360295318449865,2.359266364790287,0
2.721461166512687,2.891849288064173,0
1.0139042610623814,1.591648194993072,0
2.0214946051551315,1.0022241883923748,0
1.834822006297558,1.5439091187963974,0
1.4442156209414605,1.435782759253488,0
1.2397307346673656,2.3236691702279964,0
1.675230342807256,2.2674231995310583,0
2.8858194078250383,2.186922765409448,0
1.6464058640415105,1.0324868864189074,0
2.0375812434867324,2.457556108901295,0
2.4060379177903557,1.647060824970983,0
1.727259204758588,2.330111978013262,0
2.9435641654419213,2.1131568570043067,0
2.9248945898842225,1.6854618508558143,0
1.5035645916507283,1.2691525342082155,0
1.994497011784771,1.188837795320962,0
1.6017566196335393,2.663036666224447,0
1.5696809887549352,2.836795084163116,0
1.0737738947090656,2.299576093528599,0
2.2191286679597937,1.2068682297209667,0
2.005358046457723,1.8040544337764814,0
1.1029575024999787,2.4578784002103147,0
1.5572929284732229,2.5596417680201364,0
2.8165317719333074,1.2364372445821772,0
1.4791237813339448,1.0000614376907648,0
1.2897897441824462,2.42427409176121,0
1.978905520555126,1.7131923519724113,0
2.9713009082212016,1.5089626632365205,0
1.4841105430230008,1.0257949395790509,0
2.344271094811757,2.0805988135229994,0
2.523239230657435,2.7023014708519635,0
1.4752750879847993,2.915263292545176,0
2.456432697223719,2.1314899012265784,0
1.7355662654385065,2.0289226554797883,0
2.2646116611871587,1.1701127709784822,0
2.2670594215217896,2.0977456030851993,0
2.071549368149517,1.7599581579307892,0
1.1805795401088166,2.2142705617671536,0
2.670604991178476,1.7774526957530934,0
1.6415601299434717,1.4805982469007335,0
1.3730370207997085,1.189930550456753,0
1.0815502831095278,1.6298368891777915,0
2.181785886376484,1.1932896685755046,0
2.355128723684565,1.3537939016479679,0
1.0331756578557123,2.974672317159092,0
2.024186116598562,1.8882071138132372,0
1.452991550395876,2.063743533010033,0
2.2903455808189,2.7472370574744307,0
1.3487328580099829,2.9911378009813756,0
2.381875476204932,2.1654288986893633,0
1.7734706926010748,2.624947642088343,0
2.873459977473469,1.6538820486733505,0
1.2750418882919865,1.6114879148945822,0
1.682132702100517,1.8054074419891204,0
1.2269470424811781,2.345014525347298,0
2.8493872365571256,2.3643833785101975,0
2.754678706761962,1.6304788692989016,0
1.5158832554303112,1.2664198482732574,0
2.319968092068358,2.264792512931017,0
2.6344444004024314,1.256651724377529,0
2.110401623198925,2.15698501645866,0
2.0593011567120127,2.386844256112618,0
1.4837045818009034,2.4012229927889033,0
1.1862055356117984,2.5069442213191935,0
2.7944315159066537,2.7457188431313293,0
2.800836114326661,1.9999179839295769,0
2.266202914546536,2.4604983790591426,0
1.6780595820974014,2.2383454707316734,0
1.6984191492253218,1.3732798795953651,0
2.451911357740479,1.0513792897388163,0
2.794220519905154,1.5690827713538675,0
2.7741728485302346,1.8860674126752388,0
2.5597510917152477,2.2342118888573124,0
2.2840632923085753,2.6999186610064108,0
1.1682799299900977,1.3924914334123313,0
1.3232574281892275,1.2510995797969542,0
2.7971083770541583,2.926959894948655,0
2.21285811931918,1.2160891187528142,0
1.0183941032332593,1.9569821402143783,0
1.2029430857320642,2.1711274575866035,0
2.3270035382161116,2.0827488418148765,0
1.0101231676924374,1.1720643140658864,0
1.3216161028349973,1.1140538280072387,0
2.0974675787331725,1.2109668549220713,0
2.3837903953853865,2.1711753677452252,0
2.303922519005201,2.088689775268642,0
1.4485386189211196,1.4674815840734885,0
2.4243584426950715,2.275548283691183,0
1.4744981749936001,2.6401350041112988,0
1.6507993963185355,1.0831579196931875,0
2.4929828102360485,1.9962598870960848,0
2.2992657980944293,2.3786208242053806,0
2.698446820988356,1.5046238541393742,0
2.3152257846006865,1.6155418105862982,0
2.1366172066709432,2.227275805978768,0
1.187349535656185,2.7958705868874736,0
1.735431606118867,2.6198488406057985,0
1.530404735363451,2.166260438199167,0
1.4879792867581672,2.4604434355144984,0
2.9460211095048914,1.7296449404155974,0
1.7861954493335208,2.2819310561975152,0
2.7840931103542266,1.932363182255114,0
2.262277251994526,1.3798722729151218,0
2.589622607083297,2.403476547754514,0
2.005274186210384,2.112929274697644,0
2.153807769252718,1.7172431639071828,0
1.9850353876377278,2.8226783801572615,0
1.390485975596089,1.0418682356534665,0
2.4449042305230106,1.631546302498992,0
1.5615447248817116,1.1137627955552931,0
1.0486319328629077,2.533054632443254,0
2.290944591814336,2.404214908227585,0
1.3542213588140979,1.662704437472634,0
2.8809171687058286,2.351325804414146,0
2.9078571540051747,1.7918744523918997,0
2.829728780440897,2.5125075828448686,0
1.7403174005108888,1.9083673254734121,0
1.0309132330577349,1.824559455663331,0
2.8566371251754505,2.869459830976602,0
1.8563682966346287,1.5017581997814005,0
2.933309638087339,1.2408946799931309,0
2.9272399541785057,2.1690862265189166,0
2.70601891093472,2.938643624568358,0
1.5888977841391714,1.7556784274543733,0
1.7701954572038505,1.124073527257563,0
2.702273343033714,1.678610534619135,0
1.6338440103125553,2.011863308639117,0
1.338985493372185,1.3238460132644274,0
2.1136025249167005,2.316204436112984,0
2.872309548321562,2.9954987780204014,0
2.392059593349946,1.9034789519628876,0
2.14012234017873,1.7094571134604253,0
1.194352987541537,1.8014083336689333,0
2.2300144533983395,1.2302923567904023,0
2.9801077002085266,2.766547202852448,0
1.280168030473048,1.829651311042704,0
2.0366593047274737,1.7745488228496826,0
2.754746143855911,2.3193805458609487,0
2.4815372355084087,1.884066841862247,0
2.394031481990536,2.2964669376156923,0
2.4049681679742188,1.122892580261575,0
1.7189823024395103,2.627446687444455,0
1.5871836885289867,2.881007905758805,0
2.6187223109570272,2.2975307723187717,0
2.6202267893583615,2.9091318577176217,0
2.7341446371602074,1.3028646287399266,0
2.8264811051129426,1.9548323789607074,0
2.0226847977218756,2.2036134678908947,0
2.003032589374399,2.1634732948423734,0
2.5965903579335503,1.8029235581780865,0
2.2999278615555303,1.6761688187325228,0
2.403933754515407,1.2536480451008376,0
2.591585338872202,1.7834849011245564,0
2.7800106836351324,1.3253216302109703,0
1.6759903137030716,2.468731352984437,0
1.751165905279888,1.41766187098918,0
1.187963879681738,1.1171306105690677,0
2.156560281992348,2.1047322756344684,0
1.0718845475934842,2.190459465438803,0
1.9311960362649203,2.743826122561011,0
2.0852892694151532,2.1539632248353637,0
1.5730825042565688,1.6909617074468914,0
2.1816665211380215,2.606023763052641,0
1.0610004998780989,2.0805577863748423,0
1.0746963774984288,1.1585605692623835,0
2.6452011213193165,2.1317011206264933,0
1.7203812828225258,2.8160370908433245,0
1.2541210253037696,1.792625250996441,0
2.0444865201096087,1.5926516037996001,0
2.5399871061972217,1.28693891403604,0
1.4316420549936864,1.3028910438707146,0
2.2457809516380003,1.8655429686836378,0
1.170694929987536,2.191359648323059,0
1.1033634423372154,1.1612308103392035,0
2.0627092631362958,2.8791371780503314,0
2.081270243220213,2.510267234890392,0
2.274859802996413,2.1732478365673256,0
2.452182667445323,2.6568773418779816,0
2.951704158925069,1.1603735136242266,0
2.0326006966023904,1.9536777554662488,0
1.645912945882492,2.260186253723327,0
2.590372389537407,2.6573058122365785,0
1.5416645025241484,2.566939120098535,0
1.8779428414112722,1.5541384994267993,0
1.156912762684532,2.881760339118409,0
1.050701486830915,1.2486916828617407,0
2.92529682935585,2.750267237242304,0
2.6719602410244114,2.941880499209237,0
2.391948412187396,1.3543070464452511,0
1.8179058888285398,2.4441321284075705,0
1.3465886401416916,1.080571037555997,0
1.312874085342172,1.81084565027831,0
1.5004857963291907,2.032566598395348,0
2.0984533294122407,2.1612904518192684,0
2.4291918454001244,2.871874496497119,0
2.3203947534354628,2.3445013745883894,0
1.5598677938918857,1.962555902438474,0
2.909730561326388,2.6193500725317787,0
2.475793833391537,2.9010656419088177,0
2.108708105022801,1.0441322973645817,0
2.2234414924687043,2.9650425445120776,0
1.8392001248555798,1.1722642781273607,0
1.495461979002315,2.6287735585375227,0
1.7119453573025232,1.560669505102825,0
2.515692220928738,1.2643593155077435,0
1.0287869772595117,1.8797112794276698,0
1.2321452810138325,2.2879131588952273,0
1.0920052840435055,1.76190369004695,0
1.0814576046379403,1.109130816565398,0
2.7109211680220144,2.1989222793174332,0
2.4073157187600476,2.8048065522213497,0
1.9483476581746504,1.7664307318945034,0
